,0
12904,1
12905,1
12906,1
12907,1
12908,1
12909,2
12910,1
12911,1
12912,1
12913,0
12914,1
12915,1
12916,1
12917,1
12918,1
12919,0
12920,2
12921,2
12922,1
12923,1
12924,1
12925,1
12926,1
12927,2
12928,2
12929,1
12930,1
12931,1
12932,2
12933,0
12934,0
12935,2
12936,1
12937,2
12938,1
12939,0
12940,0
12941,1
12942,2
12943,1
12944,2
12945,0
12946,0
12947,2
12948,2
12949,1
12950,1
12951,2
12952,1
12953,1
12954,0
12955,1
12956,0
12957,1
12958,2
12959,2
12960,1
12961,2
12962,1
12963,1
12964,0
12965,1
12966,1
12967,0
12968,2
12969,0
12970,2
12971,1
12972,1
12973,1
12974,1
12975,1
12976,1
12977,1
12978,2
12979,1
12980,1
12981,0
12982,0
12983,1
12984,1
12985,2
12986,0
12987,2
12988,1
12989,1
12990,1
12991,0
12992,2
12993,1
12994,0
12995,2
12996,0
12997,1
12998,1
12999,1
13000,2
13001,1
13002,2
13003,1
13004,1
13005,1
13006,1
13007,1
13008,1
13009,1
13010,2
13011,1
13012,2
13013,1
13014,1
13015,2
13016,0
13017,0
13018,2
13019,2
13020,1
13021,2
13022,2
13023,2
13024,1
13025,1
13026,2
13027,1
13028,1
13029,0
13030,1
13031,0
13032,2
13033,0
13034,0
13035,2
13036,2
13037,0
13038,0
13039,1
13040,0
13041,1
13042,2
13043,1
13044,2
13045,2
13046,2
13047,2
13048,0
13049,1
13050,1
13051,2
13052,2
13053,1
13054,1
13055,1
13056,2
13057,1
13058,1
13059,1
13060,0
13061,2
13062,1
13063,1
13064,2
13065,1
13066,1
13067,0
13068,1
13069,1
13070,2
13071,0
13072,0
13073,0
13074,2
13075,0
13076,1
13077,2
13078,1
13079,0
13080,2
13081,2
13082,1
13083,2
13084,0
13085,2
13086,1
13087,1
13088,0
13089,1
13090,2
13091,0
13092,0
13093,0
13094,1
13095,1
13096,2
13097,0
13098,0
13099,2
13100,0
13101,0
13102,2
13103,1
13104,0
13105,0
13106,1
13107,0
13108,2
13109,0
13110,0
13111,2
13112,2
13113,1
13114,1
13115,1
13116,1
13117,1
13118,2
13119,2
13120,0
13121,1
13122,0
13123,0
13124,0
13125,2
13126,1
13127,0
13128,2
13129,1
13130,1
13131,1
13132,1
13133,1
13134,1
13135,2
13136,1
13137,1
13138,2
13139,2
13140,2
13141,1
13142,2
13143,1
13144,1
13145,2
13146,2
13147,2
13148,0
13149,2
13150,2
13151,1
13152,1
13153,2
13154,1
13155,1
13156,1
13157,2
13158,1
13159,1
13160,1
13161,2
13162,1
13163,0
13164,0
13165,2
13166,1
13167,1
13168,0
13169,2
13170,0
13171,1
13172,2
13173,1
13174,2
13175,1
13176,1
13177,2
13178,0
13179,1
13180,0
13181,0
13182,0
13183,0
13184,1
13185,1
13186,1
13187,0
13188,2
13189,1
13190,2
13191,0
13192,0
13193,1
13194,2
13195,1
13196,2
13197,2
13198,0
13199,1
13200,1
13201,1
13202,2
13203,1
13204,2
13205,1
13206,1
13207,2
13208,1
13209,0
13210,1
13211,1
13212,2
13213,0
13214,0
13215,0
13216,1
13217,0
13218,1
13219,0
13220,1
13221,2
13222,2
13223,2
13224,1
13225,1
13226,2
13227,1
13228,1
13229,2
13230,1
13231,1
13232,0
13233,1
13234,0
13235,1
13236,1
13237,1
13238,1
13239,1
13240,2
13241,2
13242,2
13243,2
13244,2
13245,1
13246,0
13247,1
13248,2
13249,2
13250,2
13251,2
13252,1
13253,0
13254,0
13255,1
13256,2
13257,0
13258,0
13259,2
13260,0
13261,2
13262,1
13263,0
13264,2
13265,0
13266,1
13267,1
13268,0
13269,2
13270,0
13271,0
13272,1
13273,1
13274,1
13275,0
13276,2
13277,1
13278,2
13279,2
13280,2
13281,1
13282,1
13283,0
13284,1
13285,1
13286,1
13287,1
13288,2
13289,1
13290,2
13291,1
13292,1
13293,0
13294,0
13295,0
13296,0
13297,2
13298,2
13299,0
13300,2
13301,1
13302,1
13303,1
13304,1
13305,2
13306,0
13307,1
13308,2
13309,1
13310,1
13311,1
13312,0
13313,0
13314,2
13315,1
13316,1
13317,0
13318,1
13319,1
13320,1
13321,1
13322,2
13323,1
13324,2
13325,1
13326,2
13327,1
13328,0
13329,2
13330,2
13331,2
13332,2
13333,1
13334,0
13335,2
13336,1
13337,1
13338,0
13339,2
13340,0
13341,1
13342,1
13343,2
13344,0
13345,0
13346,1
13347,1
13348,0
13349,0
13350,0
13351,2
13352,1
13353,2
13354,2
13355,0
13356,0
13357,2
13358,0
13359,2
13360,1
13361,1
13362,0
13363,1
13364,0
13365,0
13366,0
13367,1
13368,0
13369,2
13370,1
13371,0
13372,0
13373,0
13374,2
13375,0
13376,2
13377,0
13378,0
13379,2
13380,2
13381,1
13382,1
13383,1
13384,1
13385,2
13386,2
13387,1
13388,1
13389,1
13390,0
13391,1
13392,1
13393,0
13394,1
13395,0
13396,2
13397,1
13398,1
13399,1
13400,2
13401,0
13402,2
13403,0
13404,1
13405,2
13406,0
13407,2
13408,2
13409,1
13410,1
13411,0
13412,1
13413,1
13414,0
13415,1
13416,2
13417,1
13418,0
13419,2
13420,2
13421,1
13422,0
13423,1
13424,1
13425,0
13426,1
13427,1
13428,0
13429,0
13430,0
13431,1
13432,0
13433,2
13434,1
13435,1
13436,2
13437,2
13438,2
13439,2
13440,1
13441,1
13442,2
13443,0
13444,0
13445,1
13446,2
13447,0
13448,1
13449,2
13450,2
13451,2
13452,0
13453,0
13454,2
13455,0
13456,1
13457,2
13458,2
13459,1
13460,0
13461,1
13462,1
13463,2
13464,0
13465,1
13466,2
13467,1
13468,2
13469,0
13470,2
13471,0
13472,1
13473,0
13474,2
13475,1
13476,2
13477,2
13478,1
13479,0
13480,1
13481,2
13482,2
13483,0
13484,2
13485,2
13486,1
13487,2
13488,2
13489,1
13490,0
13491,1
13492,0
13493,0
13494,2
13495,2
13496,2
13497,1
13498,0
13499,0
13500,0
13501,0
13502,1
13503,1
13504,1
13505,1
13506,1
13507,2
13508,1
13509,1
13510,2
13511,2
13512,1
13513,1
13514,1
13515,2
13516,1
13517,0
13518,1
13519,0
13520,2
13521,0
13522,1
13523,1
13524,2
13525,0
13526,1
13527,1
13528,2
13529,2
13530,1
13531,0
13532,1
13533,0
13534,1
13535,1
13536,0
13537,0
13538,1
13539,1
13540,1
13541,1
13542,2
13543,0
13544,1
13545,1
13546,1
13547,0
13548,2
13549,2
13550,0
13551,1
13552,1
13553,2
13554,1
13555,0
13556,1
13557,2
13558,0
13559,2
13560,1
13561,0
13562,0
13563,0
13564,0
13565,1
13566,1
13567,1
13568,2
13569,0
13570,1
13571,1
13572,0
13573,2
13574,2
13575,0
13576,0
13577,2
13578,1
13579,0
13580,1
13581,0
13582,1
13583,1
13584,2
13585,2
13586,0
13587,1
13588,1
13589,2
13590,2
13591,2
13592,2
13593,2
13594,2
13595,1
13596,2
13597,1
13598,1
13599,1
13600,1
13601,1
13602,1
13603,1
13604,0
13605,1
13606,1
13607,1
13608,0
13609,0
13610,0
13611,2
13612,1
13613,1
13614,1
13615,2
13616,0
13617,1
13618,0
13619,2
13620,0
13621,1
13622,0
13623,1
13624,0
13625,1
13626,0
13627,2
13628,0
13629,1
13630,0
13631,2
13632,0
13633,2
13634,1
13635,0
13636,0
13637,2
13638,1
13639,1
13640,2
13641,2
13642,2
13643,1
13644,1
13645,2
13646,1
13647,1
13648,1
13649,1
13650,2
13651,0
13652,0
13653,2
13654,2
13655,1
13656,2
13657,1
13658,2
13659,2
13660,0
13661,1
13662,1
13663,2
13664,1
13665,1
13666,1
13667,1
13668,1
13669,2
13670,1
13671,1
13672,0
13673,1
13674,0
13675,1
13676,1
13677,1
13678,1
13679,1
13680,2
13681,0
13682,1
13683,2
13684,1
13685,1
13686,0
13687,2
13688,2
13689,2
13690,1
13691,1
13692,1
13693,0
13694,0
13695,1
13696,2
13697,1
13698,1
13699,2
13700,0
13701,2
13702,0
13703,0
13704,1
13705,0
13706,0
13707,2
13708,0
13709,2
13710,0
13711,0
13712,0
13713,1
13714,1
13715,2
13716,1
13717,0
13718,2
13719,1
13720,0
13721,0
13722,1
13723,2
13724,1
13725,2
13726,0
13727,2
13728,1
13729,0
13730,0
13731,1
13732,1
13733,2
13734,1
13735,1
13736,2
13737,1
13738,0
13739,2
13740,0
13741,2
13742,2
13743,2
13744,0
13745,0
13746,2
13747,2
13748,0
13749,2
13750,1
13751,1
13752,2
13753,1
13754,1
13755,1
13756,0
13757,1
13758,2
13759,2
13760,1
13761,2
13762,2
13763,1
13764,1
13765,1
13766,1
13767,0
13768,1
13769,0
13770,1
13771,1
13772,1
13773,1
13774,1
13775,0
13776,0
13777,1
13778,1
13779,2
13780,2
13781,2
13782,1
13783,1
13784,1
13785,2
13786,0
13787,1
13788,0
13789,1
13790,1
13791,2
13792,0
13793,1
13794,2
13795,2
13796,1
13797,2
13798,2
13799,1
13800,0
13801,2
13802,0
13803,0
13804,2
13805,1
13806,2
13807,2
13808,0
13809,0
13810,1
13811,0
13812,1
13813,2
13814,1
13815,0
13816,1
13817,2
13818,1
13819,0
13820,0
13821,2
13822,0
13823,2
13824,0
13825,0
13826,0
13827,0
13828,0
13829,0
13830,2
13831,0
13832,2
13833,2
13834,0
13835,0
13836,1
13837,0
13838,1
13839,0
13840,1
13841,1
13842,1
13843,1
13844,2
13845,0
13846,2
13847,1
13848,0
13849,1
13850,0
13851,1
13852,1
13853,1
13854,0
13855,0
13856,0
13857,1
13858,2
13859,1
13860,2
13861,2
13862,2
13863,0
13864,1
13865,0
13866,0
13867,0
13868,1
13869,1
13870,0
13871,1
13872,1
13873,1
13874,0
13875,0
13876,1
13877,1
13878,1
13879,2
13880,1
13881,1
13882,2
13883,1
13884,2
13885,1
13886,1
13887,1
13888,2
13889,1
13890,2
13891,1
13892,0
13893,1
13894,2
13895,1
13896,1
13897,1
13898,1
13899,0
13900,0
13901,0
13902,0
13903,1
13904,1
13905,1
13906,2
13907,2
13908,0
13909,1
13910,2
13911,1
13912,1
13913,1
13914,1
13915,0
13916,2
13917,2
13918,0
13919,1
13920,1
13921,1
13922,0
13923,1
13924,2
13925,2
13926,0
13927,0
13928,2
13929,1
13930,2
13931,1
13932,1
13933,0
13934,2
13935,0
13936,1
13937,2
13938,2
13939,2
13940,0
13941,2
13942,2
13943,1
13944,0
13945,2
13946,0
13947,0
13948,1
13949,1
13950,0
13951,0
13952,2
13953,1
13954,2
13955,0
13956,1
13957,2
13958,2
13959,2
13960,0
13961,0
13962,0
13963,1
13964,2
13965,1
13966,1
13967,2
13968,0
13969,1
13970,1
13971,1
13972,2
13973,2
13974,0
13975,1
13976,2
13977,1
13978,1
13979,1
13980,0
13981,1
13982,0
13983,0
13984,1
13985,1
13986,1
13987,1
13988,1
13989,1
13990,2
13991,0
13992,2
13993,2
13994,2
13995,0
13996,1
13997,1
13998,0
13999,1
14000,0
14001,2
14002,2
14003,2
14004,0
14005,0
14006,2
14007,0
14008,0
14009,1
14010,0
14011,0
14012,2
14013,1
14014,1
14015,2
14016,0
14017,1
14018,1
14019,1
14020,0
14021,0
14022,0
14023,2
14024,2
14025,2
14026,1
14027,2
14028,2
14029,0
14030,2
14031,1
14032,1
14033,0
14034,0
14035,2
14036,1
14037,1
14038,1
14039,0
14040,1
14041,0
14042,0
14043,1
14044,2
14045,1
14046,2
14047,0
14048,0
14049,0
14050,1
14051,1
14052,1
14053,2
14054,2
14055,1
14056,1
14057,2
14058,2
14059,0
14060,1
14061,1
14062,2
14063,1
14064,0
14065,2
14066,0
14067,1
14068,1
14069,0
14070,1
14071,0
14072,2
14073,2
14074,0
14075,1
14076,0
14077,2
14078,2
14079,0
14080,0
14081,0
14082,1
14083,2
14084,1
14085,0
14086,2
14087,2
14088,0
14089,1
14090,1
14091,2
14092,1
14093,1
14094,2
14095,1
14096,0
14097,1
14098,1
14099,1
14100,0
14101,1
14102,2
14103,2
14104,1
14105,0
14106,2
14107,0
14108,0
14109,1
14110,0
14111,2
14112,0
14113,1
14114,1
14115,0
14116,0
14117,1
14118,1
14119,1
14120,0
14121,2
14122,0
14123,2
14124,2
14125,0
14126,2
14127,0
14128,1
14129,1
14130,1
14131,1
14132,2
14133,0
14134,0
14135,1
14136,0
14137,0
14138,0
14139,1
14140,0
14141,1
14142,2
14143,0
14144,1
14145,0
14146,1
14147,2
14148,1
14149,1
14150,0
14151,1
14152,0
14153,1
14154,0
14155,0
14156,1
14157,2
14158,0
14159,0
14160,0
14161,0
14162,2
14163,1
14164,1
14165,1
14166,0
14167,1
14168,2
14169,0
14170,0
14171,0
14172,1
14173,0
14174,0
14175,2
14176,0
14177,0
14178,0
14179,0
14180,0
14181,2
14182,1
14183,2
14184,2
14185,2
14186,1
14187,1
14188,0
14189,1
14190,1
14191,2
14192,2
14193,1
14194,1
14195,1
14196,1
14197,1
14198,2
14199,0
14200,1
14201,0
14202,1
14203,1
14204,1
14205,1
14206,2
14207,2
14208,2
14209,0
14210,0
14211,0
14212,2
14213,2
14214,1
14215,0
14216,0
14217,2
14218,2
14219,0
14220,2
14221,1
14222,0
14223,0
14224,1
14225,1
14226,1
14227,2
14228,2
14229,1
14230,0
14231,0
14232,0
14233,1
14234,1
14235,1
14236,0
14237,1
14238,1
14239,1
14240,2
14241,1
14242,1
14243,0
14244,1
14245,2
14246,0
14247,1
14248,1
14249,0
14250,1
14251,1
14252,2
14253,2
14254,2
14255,2
14256,0
14257,2
14258,1
14259,1
14260,0
14261,1
14262,1
14263,1
14264,1
14265,1
14266,2
14267,0
14268,2
14269,2
14270,2
14271,0
14272,1
14273,1
14274,0
14275,1
14276,2
14277,2
14278,0
14279,0
14280,2
14281,2
14282,1
14283,2
14284,1
14285,1
14286,0
14287,1
14288,0
14289,2
14290,1
14291,2
14292,0
14293,1
14294,2
14295,1
14296,1
14297,1
14298,1
14299,1
14300,2
14301,1
14302,0
14303,1
14304,2
14305,0
14306,1
14307,2
14308,2
14309,0
14310,2
14311,0
14312,2
14313,2
14314,0
14315,0
14316,1
14317,1
14318,2
14319,1
14320,1
14321,0
14322,1
14323,1
14324,0
14325,2
14326,1
14327,2
14328,1
14329,0
14330,1
14331,0
14332,2
14333,1
14334,0
14335,0
14336,1
14337,2
14338,0
14339,2
14340,0
14341,1
14342,1
14343,1
14344,0
14345,1
14346,1
14347,2
14348,1
14349,2
14350,0
14351,0
14352,1
14353,2
14354,1
14355,1
14356,1
14357,1
14358,1
14359,2
14360,1
14361,0
14362,0
14363,0
14364,0
14365,0
14366,1
14367,1
14368,0
14369,2
14370,0
14371,0
14372,0
14373,1
14374,0
14375,2
14376,1
14377,1
14378,1
14379,1
14380,1
14381,1
14382,1
14383,1
14384,0
14385,2
14386,2
14387,1
14388,1
14389,1
14390,1
14391,1
14392,0
14393,1
14394,1
14395,1
14396,2
14397,1
14398,0
14399,1
14400,1
14401,1
14402,1
14403,2
14404,1
14405,2
14406,0
14407,0
14408,1
14409,1
14410,0
14411,1
14412,1
14413,0
14414,2
14415,2
14416,1
14417,1
14418,2
14419,1
14420,0
14421,0
14422,0
14423,0
14424,1
14425,0
14426,2
14427,1
14428,1
14429,0
14430,2
14431,2
14432,1
14433,0
14434,0
14435,2
14436,0
14437,1
14438,2
14439,2
14440,2
14441,1
14442,0
14443,1
14444,1
14445,0
14446,1
14447,2
14448,0
14449,2
14450,2
14451,2
14452,2
14453,2
14454,1
14455,2
14456,1
14457,0
14458,1
14459,1
14460,0
14461,2
14462,0
14463,0
14464,0
14465,1
14466,2
14467,1
14468,1
14469,0
14470,1
14471,1
14472,2
14473,1
14474,1
14475,0
14476,2
14477,0
14478,1
14479,1
14480,1
14481,0
14482,2
14483,0
14484,2
14485,2
14486,2
14487,0
14488,1
14489,1
14490,1
14491,2
14492,1
14493,1
14494,1
14495,1
14496,0
14497,1
14498,1
14499,2
14500,0
14501,1
14502,1
14503,2
14504,2
14505,0
14506,1
14507,1
14508,0
14509,0
14510,0
14511,1
14512,2
14513,0
14514,1
14515,0
14516,0
14517,0
14518,1
14519,0
14520,0
14521,1
14522,0
14523,1
14524,2
14525,2
14526,2
14527,0
14528,1
14529,0
14530,1
14531,2
14532,2
14533,0
14534,0
14535,1
14536,1
14537,0
14538,1
14539,1
14540,1
14541,2
14542,1
14543,2
14544,0
14545,0
14546,0
14547,1
14548,0
14549,0
14550,0
14551,1
14552,2
14553,2
14554,0
14555,2
14556,1
14557,0
14558,2
14559,1
14560,1
14561,0
14562,1
14563,1
14564,2
14565,1
14566,1
14567,1
14568,1
14569,0
14570,2
14571,2
14572,1
14573,1
14574,1
14575,0
14576,1
14577,2
14578,2
14579,2
14580,2
14581,2
14582,2
14583,1
14584,1
14585,1
14586,1
14587,1
14588,2
14589,2
14590,2
14591,1
14592,1
14593,2
14594,1
14595,1
14596,0
14597,0
14598,2
14599,0
14600,0
14601,1
14602,0
14603,1
14604,1
14605,1
14606,1
14607,0
14608,1
14609,0
14610,1
14611,2
14612,0
14613,1
14614,1
14615,1
14616,1
14617,1
14618,0
14619,2
14620,0
14621,1
14622,0
14623,2
14624,2
14625,2
14626,0
14627,2
14628,2
14629,2
14630,0
14631,1
14632,2
14633,2
14634,0
14635,0
14636,1
14637,0
14638,2
14639,1
14640,2
14641,0
14642,2
14643,1
14644,2
14645,2
14646,0
14647,1
14648,0
14649,0
14650,0
14651,1
14652,1
14653,1
14654,0
14655,0
14656,0
14657,1
14658,0
14659,1
14660,1
14661,0
14662,2
14663,1
14664,0
14665,1
14666,2
14667,1
14668,1
14669,2
14670,1
14671,1
14672,1
14673,0
14674,0
14675,2
14676,0
14677,1
14678,0
14679,1
14680,2
14681,1
14682,1
14683,1
14684,1
14685,2
14686,1
14687,2
14688,0
14689,2
14690,0
14691,1
14692,2
14693,0
14694,0
14695,2
14696,1
14697,1
14698,1
14699,0
14700,2
14701,2
14702,0
14703,1
14704,2
14705,0
14706,2
14707,1
14708,0
14709,1
14710,2
14711,0
14712,1
14713,1
14714,2
14715,0
14716,2
14717,0
14718,1
14719,0
14720,0
14721,1
14722,1
14723,0
14724,2
14725,0
14726,2
14727,1
14728,1
14729,1
14730,0
14731,1
14732,1
14733,0
14734,0
14735,1
14736,1
14737,1
14738,2
14739,1
14740,0
14741,0
14742,0
14743,1
14744,1
14745,1
14746,0
14747,1
14748,1
14749,0
14750,2
14751,0
14752,1
14753,1
14754,0
14755,0
14756,0
14757,0
14758,1
14759,2
14760,1
14761,2
14762,2
14763,1
14764,1
14765,2
14766,2
14767,2
14768,2
14769,1
14770,0
14771,2
14772,2
14773,0
14774,2
14775,0
14776,1
14777,0
14778,1
14779,0
14780,0
14781,1
14782,2
14783,0
14784,0
14785,1
14786,1
14787,0
14788,2
14789,1
14790,1
14791,2
14792,2
14793,1
14794,0
14795,2
14796,2
14797,2
14798,0
14799,2
14800,1
14801,0
14802,2
14803,0
14804,1
14805,1
14806,2
14807,1
14808,1
14809,1
14810,2
14811,1
14812,1
14813,1
14814,1
14815,0
14816,1
14817,1
14818,1
14819,2
14820,1
14821,0
14822,2
14823,1
14824,0
14825,2
14826,1
14827,2
14828,0
14829,0
14830,2
14831,0
14832,0
14833,0
14834,1
14835,0
14836,1
14837,2
14838,0
14839,2
14840,0
14841,0
14842,1
14843,1
14844,0
14845,1
14846,0
14847,1
14848,1
14849,2
14850,1
14851,0
14852,1
14853,0
14854,1
14855,1
14856,1
14857,1
14858,0
14859,2
14860,0
14861,1
14862,1
14863,0
14864,1
14865,1
14866,0
14867,2
14868,2
14869,2
14870,0
14871,2
14872,0
14873,2
14874,2
14875,1
14876,2
14877,1
14878,1
14879,1
14880,1
14881,1
14882,1
14883,0
14884,0
14885,1
14886,0
14887,2
14888,2
14889,2
14890,0
14891,1
14892,2
14893,2
14894,0
14895,0
14896,2
14897,1
14898,0
14899,2
14900,1
14901,1
14902,2
14903,1
14904,2
14905,1
14906,1
14907,0
14908,0
14909,2
14910,1
14911,0
14912,1
14913,0
14914,0
14915,0
14916,2
14917,1
14918,1
14919,2
14920,2
14921,1
14922,1
14923,0
14924,1
14925,1
14926,0
14927,1
14928,1
14929,0
14930,1
14931,1
14932,2
14933,1
14934,2
14935,2
14936,0
14937,2
14938,0
14939,0
14940,2
14941,1
14942,0
14943,2
14944,2
14945,0
14946,2
14947,2
14948,2
14949,1
14950,0
14951,1
14952,2
14953,2
14954,0
14955,1
14956,2
14957,1
14958,1
14959,0
14960,0
14961,1
14962,1
14963,1
14964,2
14965,2
14966,0
14967,1
14968,1
14969,1
14970,2
14971,2
14972,1
14973,2
14974,2
14975,0
14976,1
14977,0
14978,0
14979,0
14980,0
14981,0
14982,1
14983,2
14984,2
14985,1
14986,1
14987,1
14988,0
14989,2
14990,1
14991,2
14992,0
14993,1
14994,0
14995,2
14996,0
14997,2
14998,0
14999,1
15000,2
15001,2
15002,1
15003,1
15004,2
15005,0
15006,0
15007,1
15008,1
15009,1
15010,1
15011,1
15012,0
15013,2
15014,2
15015,0
15016,0
15017,2
15018,1
15019,1
15020,1
15021,1
15022,2
15023,1
15024,1
15025,1
15026,2
15027,2
15028,1
15029,2
15030,0
15031,1
15032,0
15033,2
15034,2
15035,0
15036,0
15037,1
15038,2
15039,1
15040,1
15041,2
15042,0
15043,0
15044,1
15045,2
15046,1
15047,2
15048,2
15049,1
15050,1
15051,1
15052,1
15053,2
15054,0
15055,2
15056,1
15057,0
15058,1
15059,0
15060,1
15061,2
15062,2
15063,1
15064,1
15065,0
15066,1
15067,0
15068,2
15069,1
15070,0
15071,2
15072,1
15073,2
15074,0
15075,0
15076,1
15077,1
15078,0
15079,1
15080,1
15081,0
15082,2
15083,1
15084,1
15085,1
15086,2
15087,0
15088,0
15089,0
15090,0
15091,1
15092,1
15093,0
15094,1
15095,0
15096,0
15097,0
15098,0
15099,1
15100,1
15101,0
15102,2
15103,1
15104,1
15105,1
15106,2
15107,1
15108,1
15109,0
15110,2
15111,1
15112,2
15113,1
15114,2
15115,2
15116,1
15117,1
15118,2
15119,2
15120,1
15121,1
15122,0
15123,1
15124,0
15125,1
15126,1
15127,1
15128,0
15129,1
15130,2
15131,1
15132,1
15133,0
15134,1
15135,1
15136,1
15137,1
15138,0
15139,1
15140,0
15141,1
15142,1
15143,1
15144,2
15145,0
15146,0
15147,1
15148,1
15149,2
15150,0
15151,0
15152,1
15153,2
15154,2
15155,1
15156,2
15157,0
15158,0
15159,0
15160,2
15161,1
15162,0
15163,1
15164,1
15165,1
15166,2
15167,1
15168,2
15169,1
15170,0
15171,1
15172,0
15173,1
15174,1
15175,1
15176,0
15177,0
15178,2
15179,2
15180,0
15181,0
15182,1
15183,2
15184,1
15185,1
15186,1
15187,0
15188,1
15189,0
15190,2
15191,1
15192,1
15193,1
15194,2
15195,1
15196,1
15197,1
15198,1
15199,1
15200,1
15201,1
15202,0
15203,1
15204,2
15205,2
15206,2
15207,1
15208,2
15209,1
15210,1
15211,2
15212,1
15213,0
15214,0
15215,1
15216,2
15217,2
15218,0
15219,0
15220,2
15221,1
15222,2
15223,2
15224,0
15225,1
15226,0
15227,1
15228,1
15229,1
15230,2
15231,0
15232,2
15233,1
15234,1
15235,1
15236,1
15237,1
15238,0
15239,2
15240,2
15241,2
15242,2
15243,2
15244,2
15245,1
15246,2
15247,0
15248,0
15249,1
15250,2
15251,1
15252,1
15253,0
15254,1
15255,2
15256,2
15257,2
15258,2
15259,0
15260,2
15261,1
15262,1
15263,1
15264,0
15265,2
15266,2
15267,1
15268,2
15269,0
15270,0
15271,0
15272,1
15273,0
15274,2
15275,1
15276,1
15277,0
15278,0
15279,0
15280,1
15281,1
15282,1
15283,0
15284,2
15285,1
15286,1
15287,1
15288,0
15289,1
15290,2
15291,0
15292,0
15293,2
15294,0
15295,1
15296,0
15297,2
15298,1
15299,0
15300,1
15301,0
15302,0
15303,1
15304,2
15305,0
15306,0
15307,0
15308,2
15309,2
15310,2
15311,1
15312,0
15313,2
15314,0
15315,1
15316,0
15317,0
15318,2
15319,1
15320,1
15321,1
15322,1
15323,1
15324,1
15325,1
15326,0
15327,2
15328,0
15329,0
15330,2
15331,0
15332,0
15333,0
15334,2
15335,0
15336,2
15337,1
15338,0
15339,2
15340,1
15341,2
15342,1
15343,1
15344,1
15345,2
15346,0
15347,0
15348,2
15349,2
15350,1
15351,1
15352,1
15353,1
15354,2
15355,1
15356,0
15357,1
15358,1
15359,1
15360,1
15361,2
15362,2
15363,1
15364,1
15365,0
15366,1
15367,1
15368,0
15369,2
15370,0
15371,2
15372,2
15373,2
15374,1
15375,2
15376,1
15377,1
15378,1
15379,0
15380,2
15381,1
15382,2
15383,0
15384,1
15385,1
15386,1
15387,0
15388,2
15389,1
15390,0
15391,1
15392,1
15393,1
15394,2
15395,2
15396,2
15397,2
15398,0
15399,0
15400,1
15401,2
15402,1
15403,1
15404,0
15405,2
15406,1
15407,2
15408,1
15409,1
15410,1
15411,0
15412,0
15413,0
15414,1
15415,2
15416,2
15417,2
15418,0
15419,2
15420,2
15421,0
15422,2
15423,1
15424,1
15425,0
15426,2
15427,1
15428,2
15429,2
15430,0
15431,1
15432,0
15433,0
15434,1
15435,1
15436,1
15437,2
15438,0
15439,0
15440,1
15441,1
15442,1
15443,2
15444,2
15445,0
15446,0
15447,0
15448,0
15449,1
15450,0
15451,0
15452,1
15453,2
15454,1
15455,0
15456,0
15457,2
15458,2
15459,0
15460,2
15461,1
15462,2
15463,0
15464,1
15465,0
15466,0
15467,1
15468,1
15469,0
15470,1
15471,1
15472,0
15473,2
15474,1
15475,0
15476,2
15477,0
15478,0
15479,1
15480,0
15481,2
15482,0
15483,2
15484,2
15485,0
15486,1
15487,1
15488,1
15489,1
15490,2
15491,2
15492,2
15493,0
15494,1
15495,1
15496,1
15497,1
15498,1
15499,1
15500,2
15501,2
15502,2
15503,0
15504,2
15505,0
15506,1
15507,0
15508,0
15509,1
15510,0
15511,0
15512,0
15513,2
15514,0
15515,1
15516,2
15517,0
15518,2
15519,2
15520,2
15521,1
15522,1
15523,1
15524,1
15525,1
15526,1
15527,0
15528,1
15529,0
15530,1
15531,1
15532,2
15533,1
15534,2
15535,0
15536,0
15537,2
15538,0
15539,0
15540,2
15541,1
15542,1
15543,2
15544,0
15545,2
15546,0
15547,1
15548,1
15549,2
15550,1
15551,2
15552,1
15553,1
15554,0
15555,1
15556,1
15557,1
15558,0
15559,1
15560,0
15561,0
15562,2
15563,2
15564,1
15565,1
15566,0
15567,2
15568,0
15569,0
15570,1
15571,2
15572,1
15573,1
15574,1
15575,1
15576,1
15577,0
15578,2
15579,1
15580,2
15581,2
15582,1
15583,1
15584,1
15585,1
15586,1
15587,1
15588,0
15589,2
15590,1
15591,1
15592,1
15593,1
15594,1
15595,0
15596,1
15597,2
15598,2
15599,1
15600,2
15601,0
15602,2
15603,1
15604,1
15605,1
15606,1
15607,2
15608,1
15609,1
15610,1
15611,1
15612,2
15613,0
15614,2
15615,0
15616,1
15617,1
15618,1
15619,2
15620,1
15621,2
15622,1
15623,1
15624,1
15625,1
15626,2
15627,0
15628,2
15629,1
15630,1
15631,1
15632,0
15633,1
15634,1
15635,1
15636,2
15637,2
15638,1
15639,2
15640,1
15641,1
15642,0
15643,0
15644,1
15645,1
15646,1
15647,0
15648,0
15649,2
15650,2
15651,2
15652,2
15653,2
15654,1
15655,2
15656,1
15657,1
15658,2
15659,0
15660,1
15661,2
15662,1
15663,0
15664,1
15665,1
15666,0
15667,2
15668,1
15669,0
15670,2
15671,1
15672,0
15673,0
15674,1
15675,2
15676,2
15677,1
15678,1
15679,1
15680,1
15681,1
15682,0
15683,2
15684,1
15685,1
15686,0
15687,1
15688,0
15689,2
15690,2
15691,1
15692,0
15693,2
15694,2
15695,2
15696,0
15697,2
15698,1
15699,1
15700,1
15701,1
15702,2
